TIME
8:00 am - 9:15 am
9:15 am - 10:30 am
10:30 am - 11:45 am
11:45 am - 1:00 pm
1:00 pm - 2:15 pm
2:15 pm - 3:30 pm
3:30 pm - 4:45 pm
4:45 pm - 6:00 pm
